"id";"name";"parentId";"createdAt";"updatedAt"
1;Bumi Indah Grogol;1;2025-11-29 03:13:23.931;2025-11-29 11:57:42.749
2;Bintaro Jaya;1;2025-11-29 03:13:23.988;2025-11-29 11:57:42.807
3;Cinere;1;2025-11-29 03:13:24.015;2025-11-29 11:57:42.836
4;Gandaria;1;2025-11-29 03:13:24.043;2025-11-29 11:57:42.870
5;Kebayoran;1;2025-11-29 03:13:24.071;2025-11-29 11:57:42.902
6;Pondok Indah;1;2025-11-29 03:13:24.101;2025-11-29 11:57:42.931
7;Pesanggrahan;1;2025-11-29 03:13:24.130;2025-11-29 11:57:42.963
